"No.","Time","AbsTime","Source","Destination","Protocol","Length","Info"
"85086","1023.223986438","12:43:39.642751024","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121503 Ack=1865066 Win=8326 Len=10 TSval=545829 TSecr=1543847531"
"85095","1023.323987578","12:43:39.742752164","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121523 Ack=1865230 Win=8326 Len=10 TSval=545838 TSecr=1543847619"
"85102","1023.424034453","12:43:39.842799039","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121533 Ack=1865369 Win=8326 Len=10 TSval=545847 TSecr=1543847638"
"85119","1023.523974133","12:43:39.942738719","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121553 Ack=1865521 Win=8326 Len=10 TSval=545856 TSecr=1543847755"
"85132","1023.624055953","12:43:40.042820539","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121593 Ack=1866161 Win=8326 Len=10 TSval=545865 TSecr=1543847888"
"85145","1023.724002111","12:43:40.142766697","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121623 Ack=1866336 Win=8326 Len=10 TSval=545874 TSecr=1543848012"
"85156","1023.824042750","12:43:40.242807336","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121653 Ack=1866514 Win=8326 Len=10 TSval=545883 TSecr=1543848121"
"85163","1023.923952123","12:43:40.342716709","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121663 Ack=1866655 Win=8326 Len=10 TSval=545892 TSecr=1543848138"
"85180","1024.152107976","12:43:40.570872562","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121686 Ack=1866803 Win=8326 Len=10 TSval=545912 TSecr=1543848465"
"85182","1024.153571327","12:43:40.572335913","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121696 Ack=1866924 Win=8326 Len=10 TSval=545912 TSecr=1543848465"
"85187","1024.223931881","12:43:40.642696467","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121706 Ack=1867045 Win=8326 Len=10 TSval=545919 TSecr=1543848465"
"85196","1024.323924447","12:43:40.742689033","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121729 Ack=1867347 Win=8326 Len=10 TSval=545928 TSecr=1543848559"
"85203","1024.423994660","12:43:40.842759246","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121739 Ack=1867467 Win=8326 Len=10 TSval=545937 TSecr=1543848638"
"85217","1024.524332447","12:43:40.943097033","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121749 Ack=1867587 Win=8326 Len=10 TSval=545946 TSecr=1543848738"
"85227","1024.623954055","12:43:41.042718641","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121769 Ack=1868171 Win=8326 Len=10 TSval=545955 TSecr=1543848843"
"85246","1024.855243752","12:43:41.274008338","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121792 Ack=1868301 Win=8326 Len=10 TSval=545974 TSecr=1543849168"
"85248","1024.856851563","12:43:41.275616149","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121802 Ack=1868422 Win=8326 Len=10 TSval=545974 TSecr=1543849168"
"85252","1024.923912742","12:43:41.342677328","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121812 Ack=1868543 Win=8326 Len=10 TSval=545981 TSecr=1543849168"
"85259","1025.024277715","12:43:41.443042301","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121822 Ack=1868664 Win=8326 Len=10 TSval=545990 TSecr=1543849238"
"85266","1025.123963357","12:43:41.542727943","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121832 Ack=1868787 Win=8326 Len=10 TSval=545999 TSecr=1543849338"
"85273","1025.223932958","12:43:41.642697544","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121842 Ack=1868911 Win=8326 Len=10 TSval=546009 TSecr=1543849438"
"85280","1025.324270807","12:43:41.743035393","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121852 Ack=1869032 Win=8326 Len=10 TSval=546019 TSecr=1543849538"
"85287","1025.423901962","12:43:41.842666548","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121862 Ack=1869152 Win=8326 Len=10 TSval=546028 TSecr=1543849638"
"85302","1025.524179397","12:43:41.942943983","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121872 Ack=1869272 Win=8326 Len=10 TSval=546037 TSecr=1543849738"
"85311","1025.623900857","12:43:42.042665443","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121892 Ack=1869856 Win=8326 Len=10 TSval=546046 TSecr=1543849842"
"85320","1025.723931204","12:43:42.142695790","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121902 Ack=1869977 Win=8326 Len=10 TSval=546055 TSecr=1543849938"
"85327","1025.823945329","12:43:42.242709915","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121912 Ack=1870100 Win=8326 Len=10 TSval=546064 TSecr=1543850038"
"85334","1025.924027612","12:43:42.342792198","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121922 Ack=1870220 Win=8326 Len=10 TSval=546073 TSecr=1543850138"
"85341","1026.024083400","12:43:42.442847986","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121932 Ack=1870341 Win=8326 Len=10 TSval=546082 TSecr=1543850238"
"85348","1026.123963621","12:43:42.542728207","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121942 Ack=1870464 Win=8326 Len=10 TSval=546091 TSecr=1543850338"
"85355","1026.223935306","12:43:42.642699892","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121952 Ack=1870588 Win=8326 Len=10 TSval=546100 TSecr=1543850438"
"85364","1026.323922907","12:43:42.742687493","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121975 Ack=1870890 Win=8326 Len=10 TSval=546109 TSecr=1543850561"
"85371","1026.423918318","12:43:42.842682904","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121985 Ack=1871010 Win=8326 Len=10 TSval=546118 TSecr=1543850638"
"85386","1026.524003966","12:43:42.942768552","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=121995 Ack=1871130 Win=8326 Len=10 TSval=546127 TSecr=1543850738"
"85395","1026.623992135","12:43:43.042756721","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122015 Ack=1871714 Win=8326 Len=10 TSval=546136 TSecr=1543850842"
"85404","1026.723955022","12:43:43.142719608","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122025 Ack=1871835 Win=8326 Len=10 TSval=546145 TSecr=1543850938"
"85411","1026.823981956","12:43:43.242746542","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122035 Ack=1871958 Win=8326 Len=10 TSval=546153 TSecr=1543851038"
"85418","1026.923975221","12:43:43.342739807","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122045 Ack=1872078 Win=8326 Len=10 TSval=546162 TSecr=1543851138"
"85425","1027.023893637","12:43:43.442658223","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122055 Ack=1872199 Win=8326 Len=10 TSval=546171 TSecr=1543851238"
"85432","1027.123857126","12:43:43.542621712","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122065 Ack=1872322 Win=8326 Len=10 TSval=546180 TSecr=1543851338"
"85439","1027.223965234","12:43:43.642729820","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122075 Ack=1872446 Win=8326 Len=10 TSval=546189 TSecr=1543851438"
"85446","1027.323909244","12:43:43.742673830","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122085 Ack=1872567 Win=8326 Len=10 TSval=546198 TSecr=1543851538"
"85453","1027.423917507","12:43:43.842682093","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122095 Ack=1872687 Win=8326 Len=10 TSval=546207 TSecr=1543851638"
"85468","1027.523974838","12:43:43.942739424","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122105 Ack=1872807 Win=8326 Len=10 TSval=546216 TSecr=1543851738"
"85477","1027.623954648","12:43:44.042719234","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122125 Ack=1873391 Win=8326 Len=10 TSval=546225 TSecr=1543851842"
"85486","1027.724261352","12:43:44.143025938","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122135 Ack=1873512 Win=8326 Len=10 TSval=546234 TSecr=1543851938"
"85493","1027.824354669","12:43:44.243119255","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122145 Ack=1873635 Win=8326 Len=10 TSval=546243 TSecr=1543852038"
"85500","1027.923917887","12:43:44.342682473","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122155 Ack=1873755 Win=8326 Len=10 TSval=546252 TSecr=1543852138"
"85507","1028.023936966","12:43:44.442701552","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122165 Ack=1873876 Win=8326 Len=10 TSval=546261 TSecr=1543852238"
"85514","1028.123952991","12:43:44.542717577","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122175 Ack=1873999 Win=8326 Len=10 TSval=546270 TSecr=1543852338"
"85521","1028.223937300","12:43:44.642701886","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122185 Ack=1874123 Win=8326 Len=10 TSval=546278 TSecr=1543852441"
"85530","1028.323927714","12:43:44.742692300","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122208 Ack=1874425 Win=8326 Len=10 TSval=546287 TSecr=1543852563"
"85537","1028.423921549","12:43:44.842686135","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122218 Ack=1874545 Win=8326 Len=10 TSval=546296 TSecr=1543852638"
"85552","1028.523916125","12:43:44.942680711","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122228 Ack=1874665 Win=8326 Len=10 TSval=546305 TSecr=1543852738"
"85561","1028.624001213","12:43:45.042765799","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122248 Ack=1875249 Win=8326 Len=10 TSval=546314 TSecr=1543852842"
"85570","1028.723987513","12:43:45.142752099","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122258 Ack=1875370 Win=8326 Len=10 TSval=546323 TSecr=1543852938"
"85577","1028.823895853","12:43:45.242660439","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122268 Ack=1875493 Win=8326 Len=10 TSval=546332 TSecr=1543853028"
"85584","1028.923878639","12:43:45.342643225","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122278 Ack=1875613 Win=8326 Len=10 TSval=546341 TSecr=1543853138"
"85591","1029.023936217","12:43:45.442700803","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122288 Ack=1875734 Win=8326 Len=10 TSval=546350 TSecr=1543853238"
"85598","1029.124297916","12:43:45.543062502","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122298 Ack=1875857 Win=8326 Len=10 TSval=546359 TSecr=1543853330"
"85605","1029.223962803","12:43:45.642727389","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122308 Ack=1875981 Win=8326 Len=10 TSval=546367 TSecr=1543853438"
"85612","1029.323955679","12:43:45.742720265","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122318 Ack=1876102 Win=8326 Len=10 TSval=546377 TSecr=1543853531"
"85619","1029.423909643","12:43:45.842674229","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122328 Ack=1876222 Win=8326 Len=10 TSval=546386 TSecr=1543853638"
"85629","1029.523911429","12:43:45.942676015","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122338 Ack=1876342 Win=8326 Len=10 TSval=546395 TSecr=1543853734"
"85643","1029.623951144","12:43:46.042715730","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122358 Ack=1876926 Win=8326 Len=10 TSval=546404 TSecr=1543853840"
"85651","1029.723987502","12:43:46.142752088","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122368 Ack=1877047 Win=8326 Len=10 TSval=546413 TSecr=1543853935"
"85659","1029.823877436","12:43:46.242642022","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122378 Ack=1877170 Win=8326 Len=10 TSval=546422 TSecr=1543854038"
"85665","1029.923847708","12:43:46.342612294","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122388 Ack=1877290 Win=8326 Len=10 TSval=546431 TSecr=1543854137"
"85671","1030.023926480","12:43:46.442691066","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122398 Ack=1877411 Win=8326 Len=10 TSval=546440 TSecr=1543854238"
"85678","1030.124358730","12:43:46.543123316","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122408 Ack=1877534 Win=8326 Len=10 TSval=546449 TSecr=1543854338"
"85685","1030.223927945","12:43:46.642692531","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122418 Ack=1877658 Win=8326 Len=10 TSval=546457 TSecr=1543854438"
"85694","1030.323963794","12:43:46.742728380","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122441 Ack=1877960 Win=8326 Len=10 TSval=546467 TSecr=1543854547"
"85701","1030.423908197","12:43:46.842672783","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122451 Ack=1878080 Win=8326 Len=10 TSval=546476 TSecr=1543854638"
"85710","1030.523861965","12:43:46.942626551","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122461 Ack=1878200 Win=8326 Len=10 TSval=546485 TSecr=1543854738"
"85725","1030.623932824","12:43:47.042697410","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122481 Ack=1878784 Win=8326 Len=10 TSval=546494 TSecr=1543854845"
"85732","1030.723958180","12:43:47.142722766","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122491 Ack=1878905 Win=8326 Len=10 TSval=546503 TSecr=1543854938"
"85741","1030.823932094","12:43:47.242696680","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122501 Ack=1879028 Win=8326 Len=10 TSval=546512 TSecr=1543855038"
"85748","1030.923980150","12:43:47.342744736","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122511 Ack=1879148 Win=8326 Len=10 TSval=546521 TSecr=1543855138"
"85755","1031.024325151","12:43:47.443089737","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122521 Ack=1879269 Win=8326 Len=10 TSval=546530 TSecr=1543855238"
"85762","1031.123956824","12:43:47.542721410","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122531 Ack=1879392 Win=8326 Len=10 TSval=546539 TSecr=1543855338"
"85769","1031.223923449","12:43:47.642688035","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122541 Ack=1879516 Win=8326 Len=10 TSval=546547 TSecr=1543855438"
"85776","1031.323924754","12:43:47.742689340","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122551 Ack=1879637 Win=8326 Len=10 TSval=546556 TSecr=1543855538"
"85783","1031.423954396","12:43:47.842718982","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122561 Ack=1879757 Win=8326 Len=10 TSval=546565 TSecr=1543855638"
"85792","1031.523924739","12:43:47.942689325","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122571 Ack=1879877 Win=8326 Len=10 TSval=546574 TSecr=1543855742"
"85807","1031.623971728","12:43:48.042736314","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122591 Ack=1880461 Win=8326 Len=10 TSval=546583 TSecr=1543855847"
"85814","1031.723975445","12:43:48.142740031","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122601 Ack=1880582 Win=8326 Len=10 TSval=546592 TSecr=1543855938"
"85823","1031.824034299","12:43:48.242798885","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122611 Ack=1880705 Win=8326 Len=10 TSval=546601 TSecr=1543856038"
"85830","1031.923904152","12:43:48.342668738","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122621 Ack=1880825 Win=8326 Len=10 TSval=546610 TSecr=1543856138"
"85837","1032.023905881","12:43:48.442670467","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122631 Ack=1880946 Win=8326 Len=10 TSval=546619 TSecr=1543856233"
"85844","1032.123910014","12:43:48.542674600","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122641 Ack=1881069 Win=8326 Len=10 TSval=546628 TSecr=1543856334"
"85851","1032.223912633","12:43:48.642677219","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122651 Ack=1881193 Win=8326 Len=10 TSval=546636 TSecr=1543856435"
"85860","1032.323909555","12:43:48.742674141","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122674 Ack=1881495 Win=8326 Len=10 TSval=546646 TSecr=1543856562"
"85867","1032.423846689","12:43:48.842611275","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122684 Ack=1881615 Win=8326 Len=10 TSval=546655 TSecr=1543856638"
"85876","1032.523930384","12:43:48.942694970","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122694 Ack=1881735 Win=8326 Len=10 TSval=546664 TSecr=1543856736"
"85891","1032.623939908","12:43:49.042704494","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122714 Ack=1882319 Win=8326 Len=10 TSval=546673 TSecr=1543856842"
"85898","1032.723932178","12:43:49.142696764","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122724 Ack=1882440 Win=8326 Len=10 TSval=546682 TSecr=1543856938"
"85907","1032.823967649","12:43:49.242732235","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122734 Ack=1882563 Win=8326 Len=10 TSval=546691 TSecr=1543857038"
"85914","1032.923873994","12:43:49.342638580","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122744 Ack=1882683 Win=8326 Len=10 TSval=546700 TSecr=1543857138"
"85921","1033.023939667","12:43:49.442704253","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122754 Ack=1882804 Win=8326 Len=10 TSval=546709 TSecr=1543857238"
"85928","1033.123899413","12:43:49.542663999","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122764 Ack=1882927 Win=8326 Len=10 TSval=546718 TSecr=1543857338"
"85935","1033.223854307","12:43:49.642618893","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122774 Ack=1883051 Win=8326 Len=10 TSval=546726 TSecr=1543857438"
"85942","1033.323942076","12:43:49.742706662","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122784 Ack=1883172 Win=8326 Len=10 TSval=546736 TSecr=1543857538"
"85949","1033.423918772","12:43:49.842683358","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122794 Ack=1883292 Win=8326 Len=10 TSval=546744 TSecr=1543857638"
"85958","1033.523932009","12:43:49.942696595","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122804 Ack=1883412 Win=8326 Len=10 TSval=546753 TSecr=1543857738"
"85973","1033.623932096","12:43:50.042696682","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122824 Ack=1883996 Win=8326 Len=10 TSval=546762 TSecr=1543857842"
"85980","1033.723912244","12:43:50.142676830","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122834 Ack=1884117 Win=8326 Len=10 TSval=546771 TSecr=1543857938"
"85989","1033.823969324","12:43:50.242733910","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122844 Ack=1884240 Win=8326 Len=10 TSval=546780 TSecr=1543858038"
"85996","1033.923876600","12:43:50.342641186","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122854 Ack=1884360 Win=8326 Len=10 TSval=546789 TSecr=1543858138"
"86003","1034.023867233","12:43:50.442631819","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122864 Ack=1884481 Win=8326 Len=10 TSval=546798 TSecr=1543858238"
"86010","1034.123871545","12:43:50.542636131","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122874 Ack=1884604 Win=8326 Len=10 TSval=546807 TSecr=1543858338"
"86017","1034.223851794","12:43:50.642616380","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122884 Ack=1884728 Win=8326 Len=10 TSval=546815 TSecr=1543858438"
"86026","1034.323852943","12:43:50.742617529","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122907 Ack=1885030 Win=8326 Len=10 TSval=546824 TSecr=1543858562"
"86033","1034.423859854","12:43:50.842624440","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122917 Ack=1885150 Win=8326 Len=10 TSval=546833 TSecr=1543858638"
"86042","1034.523886821","12:43:50.942651407","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122927 Ack=1885270 Win=8326 Len=10 TSval=546842 TSecr=1543858738"
"86057","1034.623884710","12:43:51.042649296","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122947 Ack=1885854 Win=8326 Len=10 TSval=546851 TSecr=1543858842"
"86064","1034.723876444","12:43:51.142641030","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122957 Ack=1885975 Win=8326 Len=10 TSval=546860 TSecr=1543858938"
"86073","1034.823890541","12:43:51.242655127","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122967 Ack=1886098 Win=8326 Len=10 TSval=546869 TSecr=1543859038"
"86080","1034.924201784","12:43:51.342966370","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122977 Ack=1886218 Win=8326 Len=10 TSval=546878 TSecr=1543859138"
"86087","1035.023869624","12:43:51.442634210","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122987 Ack=1886339 Win=8326 Len=10 TSval=546887 TSecr=1543859238"
"86094","1035.123879655","12:43:51.542644241","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=122997 Ack=1886462 Win=8326 Len=10 TSval=546896 TSecr=1543859338"
"86101","1035.223883001","12:43:51.642647587","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=123007 Ack=1886586 Win=8326 Len=10 TSval=546904 TSecr=1543859438"
"86108","1035.323912984","12:43:51.742677570","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=123017 Ack=1886707 Win=8326 Len=10 TSval=546914 TSecr=1543859538"
"86115","1035.423875536","12:43:51.842640122","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=123027 Ack=1886827 Win=8326 Len=10 TSval=546923 TSecr=1543859638"
"86124","1035.523890556","12:43:51.942655142","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=123037 Ack=1886947 Win=8326 Len=10 TSval=546932 TSecr=1543859738"
"86139","1035.623907783","12:43:52.042672369","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=123057 Ack=1887531 Win=8326 Len=10 TSval=546941 TSecr=1543859842"
"86146","1035.723945726","12:43:52.142710312","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=123067 Ack=1887652 Win=8326 Len=10 TSval=546950 TSecr=1543859938"
"86155","1035.823915569","12:43:52.242680155","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=123077 Ack=1887775 Win=8326 Len=10 TSval=546959 TSecr=1543860038"
"86162","1035.923958668","12:43:52.342723254","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=123087 Ack=1887895 Win=8326 Len=10 TSval=546968 TSecr=1543860138"
"86169","1036.024776056","12:43:52.443540642","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=123097 Ack=1888016 Win=8326 Len=10 TSval=546977 TSecr=1543860238"
"86176","1036.124014080","12:43:52.542778666","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=123107 Ack=1888139 Win=8326 Len=10 TSval=546986 TSecr=1543860338"
"86183","1036.223881246","12:43:52.642645832","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=123117 Ack=1888263 Win=8326 Len=10 TSval=546995 TSecr=1543860438"
"86192","1036.323884917","12:43:52.742649503","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=123140 Ack=1888565 Win=8326 Len=10 TSval=547004 TSecr=1543860549"
"86199","1036.423869041","12:43:52.842633627","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=123150 Ack=1888685 Win=8326 Len=10 TSval=547013 TSecr=1543860638"
"86208","1036.523869104","12:43:52.942633690","192.168.57.30","192.168.57.20","TCP","76","56913  >  7710 [PSH, ACK] Seq=123160 Ack=1888805 Win=8326 Len=10 TSval=547022 TSecr=1543860738"
